user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
DOME2_0435	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.18	0.914	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.7, 0.77; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.37, 0.715; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.6, 0.743	N/A	N/A	N/A	N/A
DOME2_0436	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.67	0.958	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0437	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.16	0.947	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.95, 0.812; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.65, 0.773; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.73, 0.783	N/A	N/A	N/A	N/A
DOME2_0438	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.08	0.948	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.87, 0.807; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.62, 0.767; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.65, 0.781	N/A	N/A	N/A	N/A
DOME2_0439	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.22	0.915	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.86, 0.787; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.77, 0.755; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.56, 0.733	N/A	N/A	N/A	N/A
DOME2_0440	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.45	0.925	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.8, 0.803; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.69, 0.767; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.99, 0.79	N/A	N/A	N/A	N/A
DOME2_0441	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.19	0.913	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.86, 0.785; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.34, 0.73; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.73, 0.745	N/A	N/A	N/A	N/A
DOME2_0442	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus	GCF_002732165.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus	97.58	0.94	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000338275.1, s__Staphylococcus xylosus_B, 95.0, 93.37, 0.879; GCF_017583065.1, s__Staphylococcus shinii, 95.0, 91.63, 0.863; GCF_003697915.1, s__Staphylococcus pseudoxylosus, 95.0, 93.73, 0.913	N/A	N/A	N/A	N/A
DOME2_0443	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus	GCF_002732165.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus	97.55	0.939	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000338275.1, s__Staphylococcus xylosus_B, 95.0, 93.37, 0.878; GCF_003697915.1, s__Staphylococcus pseudoxylosus, 95.0, 93.72, 0.913; GCF_017583065.1, s__Staphylococcus shinii, 95.0, 91.61, 0.852	N/A	N/A	N/A	N/A
DOME2_0444	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	98.43	0.921	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0445	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.98	0.956	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.84, 0.784; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.88, 0.752; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.98, 0.743	N/A	N/A	N/A	N/A
DOME2_0447	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	99.01	0.958	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.99, 0.798; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.86, 0.77; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 90.02, 0.761	N/A	N/A	N/A	N/A
DOME2_0449	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	99.39	0.936	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0450	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.65	0.923	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.86, 0.785; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.75, 0.74; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.61, 0.733	N/A	N/A	N/A	N/A
DOME2_0451	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.65	0.919	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.74, 0.786; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.69, 0.735; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.79, 0.733	N/A	N/A	N/A	N/A
DOME2_0453	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	GCF_029024945.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	98.9	0.926	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0454	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.36	0.925	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 93.02, 0.806; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 92.81, 0.845; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.51, 0.867	N/A	N/A	N/A	N/A
DOME2_0455	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus	GCF_006094395.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus	97.31	0.867	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_020544305.1, s__Staphylococcus taiwanensis, 95.0, 84.32, 0.395; GCF_001224225.1, s__Staphylococcus borealis, 95.0, 88.67, 0.7	N/A	N/A	N/A	N/A
DOME2_0456	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.59	0.915	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.8, 0.793; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 90.02, 0.766; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.69, 0.762	N/A	N/A	N/A	N/A
DOME2_0457	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.6	0.915	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.62, 0.748; GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.8, 0.791; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 90.02, 0.762	N/A	N/A	N/A	N/A
DOME2_0458	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.21	0.947	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.99, 0.811; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.76, 0.77; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.68, 0.767	N/A	N/A	N/A	N/A
DOME2_0459	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.14	0.948	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.95, 0.812; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.69, 0.768; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.64, 0.78	N/A	N/A	N/A	N/A
DOME2_0460	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.14	0.947	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.93, 0.807; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.58, 0.772; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.72, 0.783	N/A	N/A	N/A	N/A
DOME2_0461	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus	GCF_006094395.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus	97.21	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_020544305.1, s__Staphylococcus taiwanensis, 95.0, 84.55, 0.427; GCF_001224225.1, s__Staphylococcus borealis, 95.0, 88.86, 0.745	N/A	N/A	N/A	N/A
DOME2_0462	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus	GCF_002732165.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus xylosus	98.04	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000338275.1, s__Staphylococcus xylosus_B, 95.0, 93.36, 0.886; GCF_017583065.1, s__Staphylococcus shinii, 95.0, 91.68, 0.862; GCF_003697915.1, s__Staphylococcus pseudoxylosus, 95.0, 93.73, 0.911	N/A	N/A	N/A	N/A
DOME2_0463	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	GCF_029024945.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	97.84	0.945	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0464	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	GCF_029024945.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	97.86	0.95	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0465	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	GCF_029024945.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	98.93	0.923	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0466	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.28	0.931	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.88, 0.807; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.5, 0.873; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.27, 0.846	N/A	N/A	N/A	N/A
DOME2_0467	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.56	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 92.71, 0.807; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.48, 0.873; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.14, 0.849	N/A	N/A	N/A	N/A
DOME2_0468	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus fleurettii	GCF_003970575.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus fleurettii	99.21	0.923	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002901825.1, s__Mammaliicoccus sciuri, 95.0, 84.42, 0.475; GCF_029024305.1, s__Mammaliicoccus vitulinus, 95.0, 87.66, 0.641; GCF_025561425.1, s__Mammaliicoccus sciuri_A, 95.0, 84.52, 0.442	N/A	N/A	N/A	N/A
DOME2_0469	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	GCF_029024965.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus equorum	99.39	0.94	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001431205.1, s__Staphylococcus sp001431205, 95.0, 93.06, 0.818; GCF_029531845.1, s__Staphylococcus equorum_C, 95.0, 93.03, 0.873; GCF_001747895.1, s__Staphylococcus equorum_A, 95.0, 94.71, 0.89	N/A	N/A	N/A	N/A
DOME2_0470	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus vitulinus	GCF_029024305.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus vitulinus	98.84	0.931	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002901825.1, s__Mammaliicoccus sciuri, 95.0, 84.4, 0.46; GCF_025561425.1, s__Mammaliicoccus sciuri_A, 95.0, 84.22, 0.436; GCF_003970575.1, s__Mammaliicoccus fleurettii, 95.0, 88.22, 0.648	N/A	N/A	N/A	N/A
DOME2_0471	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus vitulinus	GCF_029024305.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus vitulinus	98.66	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002901825.1, s__Mammaliicoccus sciuri, 95.0, 84.48, 0.465; GCF_025561425.1, s__Mammaliicoccus sciuri_A, 95.0, 84.24, 0.44; GCF_003970575.1, s__Mammaliicoccus fleurettii, 95.0, 88.22, 0.646	N/A	N/A	N/A	N/A
DOME2_0472	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus vitulinus	GCF_029024305.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus vitulinus	98.71	0.919	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002901825.1, s__Mammaliicoccus sciuri, 95.0, 84.57, 0.471; GCF_025561425.1, s__Mammaliicoccus sciuri_A, 95.0, 84.38, 0.436; GCF_003970575.1, s__Mammaliicoccus fleurettii, 95.0, 88.21, 0.644	N/A	N/A	N/A	N/A
DOME2_0473	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	96.77	0.912	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0474	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	97.12	0.909	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0475	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	GCF_006742205.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	97.01	0.908	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
DOME2_0476	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.97	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.95, 0.809; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 90.02, 0.774; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.84, 0.769	N/A	N/A	N/A	N/A
DOME2_0477	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.97	0.95	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.99, 0.805; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.75, 0.771; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 89.81, 0.767	N/A	N/A	N/A	N/A
DOME2_0478	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	98.97	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.95, 0.807; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.86, 0.774; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 90.02, 0.778	N/A	N/A	N/A	N/A
DOME2_0479	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri	GCF_900636385.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus warneri	99.6	0.951	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_003970495.1, s__Staphylococcus pasteuri, 95.0, 85.24, 0.511; GCF_003491325.1, s__Staphylococcus warneri_A, 95.0, 94.5, 0.923	N/A	N/A	N/A	N/A
DOME2_0480	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	GCF_001027105.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	97.58	0.924	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002902405.1, s__Staphylococcus schweitzeri, 95.0, 90.8, 0.803; GCF_022493055.1, s__Staphylococcus singaporensis, 95.0, 90.02, 0.786; GCF_000236925.1, s__Staphylococcus argenteus, 95.0, 89.65, 0.76	N/A	N/A	N/A	N/A
